year,racenumber,gp,Toro Rosso,Force India,Ferrari,Marussia,Williams,McLaren,Caterham,Mercedes,Red Bull,Renault,Sauber,team,age,driver,Track Type,p1,p2,p3,avgprac,qual,grid,avgstart,pteam,teampts,pdriver,driverpts,pit stops,dnf,points,podium,finish
2014,15,japan,0,0,0,0,0,0,0,0,0,0,1,Sauber Ferrari,22,gutierrez,1,18,18,14,16.66666667,16.00,15.00,15.50,0,0,0,0,3,0,0,0,13.0
2014,16,russia,0,0,0,0,0,0,0,0,0,0,1,Sauber Ferrari,22,gutierrez,0,17,18,15,16.66666667,14.00,13.00,13.50,0,0,0,0,1,0,0,0,15.0
2014,17,unitedstates,0,0,0,0,0,0,0,0,0,0,1,Sauber Ferrari,22,gutierrez,1,16,17,16,16.33333333,16.00,15.00,15.50,0,0,0,0,3,0,0,0,14.0
2014,18,brazil,0,0,0,0,0,0,0,0,0,0,1,Sauber Ferrari,22,gutierrez,1,18,14,16,16,11.00,11.00,11.00,0,0,0,0,3,0,0,0,14.0
2014,19,abudhabi,0,0,0,0,0,0,0,0,0,0,1,Sauber Ferrari,22,gutierrez,0,14,15,15,14.66666667,15.00,14.00,14.50,0,0,0,0,2,0,0,0,15.0
2014,1,australia,0,0,0,0,0,0,0,1,0,0,0,Mercedes,29,hamilton,1,19,1,4,8,1.00,1.00,1.00,18,25,15,0,4,1,0,0,18.0
2014,2,malaysia,0,0,0,0,0,0,0,1,0,0,0,Mercedes,29,hamilton,1,1,4,2,2.333333333,1.00,1.00,1.00,21.5,43,7.5,25,3,0,1,1,1.0
2014,3,bahrain,0,0,0,0,0,0,0,1,0,0,0,Mercedes,29,hamilton,1,1,1,1,1,2.00,2.00,2.00,32.25,43,16.25,25,2,0,1,1,1.0
2014,4,china,0,0,0,0,0,0,0,1,0,0,0,Mercedes,29,hamilton,1,8,1,22,10.33333333,1.00,1.00,1.00,37.625,43,20.625,25,2,0,1,1,1.0
2014,5,spain,0,0,0,0,0,0,0,1,0,0,0,Mercedes,29,hamilton,1,1,1,2,1.333333333,1.00,1.00,1.00,40.3125,43,22.8125,25,2,0,1,1,1.0
2014,6,monaco,0,0,0,0,0,0,0,1,0,0,0,Mercedes,29,hamilton,0,1,2,1,1.333333333,2.00,2.00,2.00,41.65625,43,23.90625,18,1,0,1,1,2.0
2014,7,canada,0,0,0,0,0,0,0,1,0,0,0,Mercedes,29,hamilton,0,2,1,1,1.333333333,2.00,2.00,2.00,42.328125,18,20.953125,0,4,1,0,0,18.0
2014,8,austria,0,0,0,0,0,0,0,1,0,0,0,Mercedes,29,hamilton,1,2,1,2,1.666666667,9.00,9.00,9.00,30.1640625,43,10.4765625,18,2,0,1,1,2.0
2014,9,greatbritan,0,0,0,0,0,0,0,1,0,0,0,Mercedes,29,hamilton,1,2,1,22,8.333333333,6.00,6.00,6.00,36.58203125,25,14.23828125,25,2,0,1,1,1.0
2014,10,germany,0,0,0,0,0,0,0,1,0,0,0,Mercedes,29,hamilton,1,5,1,2,2.666666667,16.00,20.00,18.00,30.79101563,40,19.61914063,15,3,0,1,1,3.0
2014,11,hungary,0,0,0,0,0,0,0,1,0,0,0,Mercedes,29,hamilton,1,1,1,1,1,21.00,21.00,21.00,35.39550781,27,17.30957031,15,2,0,1,1,3.0
2014,12,belgium,0,0,0,0,0,0,0,1,0,0,0,Mercedes,29,hamilton,1,2,1,5,2.666666667,2.00,2.00,2.00,31.19775391,18,16.15478516,0,3,1,0,0,19.0
2014,13,italy,0,0,0,0,0,0,0,1,0,0,0,Mercedes,29,hamilton,1,1,2,1,1.333333333,1.00,1.00,1.00,24.59887695,43,8.077392578,25,1,0,1,1,1.0
2014,14,singapore,0,0,0,0,0,0,0,1,0,0,0,Mercedes,29,hamilton,0,2,1,6,3,1.00,1.00,1.00,33.79943848,25,16.53869629,25,3,0,1,1,1.0
2014,15,japan,0,0,0,0,0,0,0,1,0,0,0,Mercedes,29,hamilton,1,2,1,2,1.666666667,2.00,2.00,2.00,29.39971924,43,20.76934814,25,3,0,1,1,1.0
2014,16,russia,0,0,0,0,0,0,0,1,0,0,0,Mercedes,29,hamilton,0,2,1,1,1.333333333,1.00,1.00,1.00,36.19985962,43,22.88467407,25,1,0,1,1,1.0
2014,17,unitedstates,0,0,0,0,0,0,0,1,0,0,0,Mercedes,29,hamilton,1,1,1,1,1,2.00,2.00,2.00,39.59992981,43,23.94233704,25,2,0,1,1,1.0
2014,18,brazil,0,0,0,0,0,0,0,1,0,0,0,Mercedes,29,hamilton,1,2,2,2,2,2.00,2.00,2.00,41.2999649,43,24.47116852,18,3,0,1,1,2.0
2014,19,abudhabi,0,0,0,0,0,0,0,1,0,0,0,Mercedes,29,hamilton,0,1,1,2,1.333333333,2.00,2.00,2.00,42.14998245,25,21.23558426,25,2,0,1,1,1.0
2014,1,australia,0,1,0,0,0,0,0,0,0,0,0,Force India Mercedes,26,hulkenburg,1,11,10,6,9,7.00,7.00,7.00,8,9,8,8,2,0,1,0,6.0
2014,2,malaysia,0,1,0,0,0,0,0,0,0,0,0,Force India Mercedes,26,hulkenburg,1,21,10,5,12,7.00,7.00,7.00,8.5,10,8,10,2,0,1,0,5.0
2014,3,bahrain,0,1,0,0,0,0,0,0,0,0,0,Force India Mercedes,26,hulkenburg,1,4,13,8,8.333333333,12.00,11.00,11.50,9.25,25,9,10,2,0,1,0,5.0
2014,4,china,0,1,0,0,0,0,0,0,0,0,0,Force India Mercedes,26,hulkenburg,1,5,11,4,6.666666667,8.00,8.00,8.00,17.125,10,9.5,8,2,0,1,0,6.0
2014,5,spain,0,1,0,0,0,0,0,0,0,0,0,Force India Mercedes,26,hulkenburg,1,12,11,16,13,11.00,10.00,10.50,13.5625,3,8.75,1,2,0,1,0,10.0
2014,6,monaco,0,1,0,0,0,0,0,0,0,0,0,Force India Mercedes,26,hulkenburg,0,10,7,8,8.333333333,11.00,11.00,11.00,8.28125,10,4.875,10,1,0,1,0,5.0
2014,7,canada,0,1,0,0,0,0,0,0,0,0,0,Force India Mercedes,26,hulkenburg,0,11,13,11,11.66666667,11.00,11.00,11.00,9.140625,10,7.4375,10,1,0,1,0,5.0
2014,8,austria,0,1,0,0,0,0,0,0,0,0,0,Force India Mercedes,26,hulkenburg,1,7,17,11,11.66666667,10.00,10.00,10.00,9.5703125,10,8.71875,2,2,0,1,0,9.0
2014,9,greatbritan,0,1,0,0,0,0,0,0,0,0,0,Force India Mercedes,26,hulkenburg,1,14,17,14,15,4.00,4.00,4.00,9.78515625,4,5.359375,4,1,0,1,0,8.0
2014,10,germany,0,1,0,0,0,0,0,0,0,0,0,Force India Mercedes,26,hulkenburg,1,14,14,10,12.66666667,9.00,9.00,9.00,6.892578125,7,4.6796875,6,2,0,1,0,7.0
2014,11,hungary,0,1,0,0,0,0,0,0,0,0,0,Force India Mercedes,26,hulkenburg,1,12,13,17,14,9.00,9.00,9.00,6.946289063,0,5.33984375,0,4,1,0,0,18.0
2014,12,belgium,0,1,0,0,0,0,0,0,0,0,0,Force India Mercedes,26,hulkenburg,1,8,10,14,10.66666667,18.00,18.00,18.00,3.473144531,5,2.669921875,1,2,0,1,0,10.0
2014,13,italy,0,1,0,0,0,0,0,0,0,0,0,Force India Mercedes,26,hulkenburg,1,10,12,10,10.66666667,14.00,13.00,13.50,4.236572266,6,1.834960938,0,1,0,0,0,12.0
2014,14,singapore,0,1,0,0,0,0,0,0,0,0,0,Force India Mercedes,26,hulkenburg,0,12,9,11,10.66666667,13.00,13.00,13.00,5.118286133,8,0.917480469,2,4,0,1,0,9.0
2014,15,japan,0,1,0,0,0,0,0,0,0,0,0,Force India Mercedes,26,hulkenburg,1,14,12,11,12.33333333,14.00,13.00,13.50,6.559143066,5,1.458740234,4,3,0,1,0,8.0
2014,16,russia,0,1,0,0,0,0,0,0,0,0,0,Force India Mercedes,26,hulkenburg,0,13,12,12,12.33333333,12.00,17.00,14.50,5.779571533,1,2.729370117,0,1,0,0,0,12.0
2014,17,unitedstates,0,1,0,0,0,0,0,0,0,0,0,Force India Mercedes,26,hulkenburg,1,9,10,7,8.666666667,13.00,13.00,13.00,3.389785767,0,1.364685059,0,5,1,0,0,17.0
2014,18,brazil,0,1,0,0,0,0,0,0,0,0,0,Force India Mercedes,26,hulkenburg,1,13,13,17,14.33333333,12.00,12.00,12.00,1.694892883,4,0.682342529,4,3,0,1,0,8.0
2014,19,abudhabi,0,1,0,0,0,0,0,0,0,0,0,Force India Mercedes,26,hulkenburg,0,10,13,14,12.33333333,12.00,12.00,12.00,2.847446442,14,2.341171265,8,2,0,1,0,6.0
2014,1,australia,0,0,0,0,0,0,1,0,0,0,0,Caterham Renault,27,kobayashi,1,20,21,16,19,15.00,14.00,14.50,0,0,0,0,4,1,0,0,16.0
2014,2,malaysia,0,0,0,0,0,0,1,0,0,0,0,Caterham Renault,27,kobayashi,1,19,21,20,20,20.00,20.00,20.00,0,0,0,0,2,0,0,0,13.0
2014,3,bahrain,0,0,0,0,0,0,1,0,0,0,0,Caterham Renault,27,kobayashi,1,21,21,16,19.33333333,19.00,18.00,18.50,0,0,0,0,2,0,0,0,15.0
2014,4,china,0,0,0,0,0,0,1,0,0,0,0,Caterham Renault,27,kobayashi,1,17,21,16,18,18.00,18.00,18.00,0,0,0,0,3,0,0,0,18.0
2014,5,spain,0,0,0,0,0,0,1,0,0,0,0,Caterham Renault,27,kobayashi,1,21,21,21,21,21.00,20.00,20.50,0,0,0,0,5,1,0,0,22.0
2014,6,monaco,0,0,0,0,0,0,1,0,0,0,0,Caterham Renault,27,kobayashi,0,21,17,20,19.33333333,21.00,20.00,20.50,0,0,0,0,2,0,0,0,13.0
2014,7,canada,0,0,0,0,0,0,1,0,0,0,0,Caterham Renault,27,kobayashi,0,22,20,21,21,20.00,21.00,20.50,0,0,0,0,4,1,0,0,22.0
2014,8,austria,0,0,0,0,0,0,1,0,0,0,0,Caterham Renault,27,kobayashi,1,20,21,19,20,20.00,19.00,19.50,0,0,0,0,1,0,0,0,16.0
2014,9,greatbritan,0,0,0,0,0,0,1,0,0,0,0,Caterham Renault,27,kobayashi,1,20,20,18,19.33333333,21.00,22.00,21.50,0,0,0,0,2,0,0,0,15.0
2014,10,germany,0,0,0,0,0,0,1,0,0,0,0,Caterham Renault,27,kobayashi,1,21,22,20,21,20.00,19.00,19.50,0,0,0,0,3,0,0,0,16.0
2014,11,hungary,0,0,0,0,0,0,1,0,0,0,0,Caterham Renault,27,kobayashi,1,19,19,19,19,18.00,17.00,17.50,0,0,0,0,4,1,0,0,22.0
2014,12,belgium,0,0,0,0,0,0,1,0,0,0,0,Caterham Renault,27,kobayashi,1,21,20,22,21,21.00,21.00,21.00,0,0,0,0,4,1,0,0,20.0
2014,13,italy,0,0,0,0,0,0,1,0,0,0,0,Caterham Renault,27,kobayashi,1,21,21,18,20,19.00,7.00,13.00,0,0,0,0,1,0,0,0,17.0
2014,14,singapore,0,0,0,0,0,0,1,0,0,0,0,Caterham Renault,27,kobayashi,0,21,21,20,20.66666667,20.00,20.00,20.00,0,0,0,0,5,1,0,0,18.0
2014,15,japan,0,0,0,0,0,0,1,0,0,0,0,Caterham Renault,27,kobayashi,1,20,22,22,21.33333333,21.00,19.00,20.00,0,0,0,0,5,0,0,0,19.0
2014,16,russia,0,0,0,0,0,0,1,0,0,0,0,Caterham Renault,27,kobayashi,0,19,21,19,19.66666667,19.00,19.00,19.00,0,0,0,0,3,1,0,0,20.0
2014,19,abudhabi,0,0,0,0,0,0,1,0,0,0,0,Caterham Renault,27,kobayashi,0,18,18,19,18.33333333,17.00,16.00,16.50,0,0,0,0,4,1,0,0,18.0
2014,1,australia,1,0,0,0,0,0,0,0,0,0,0,STR Renault,20,kvyat,1,13,16,11,13.33333333,8.00,8.00,8.00,5,6,4,2,2,0,1,0,9.0
2014,2,malaysia,1,0,0,0,0,0,0,0,0,0,0,STR Renault,20,kvyat,1,14,14,11,13,11.00,11.00,11.00,5.5,1,3,1,3,0,1,0,10.0
2014,3,bahrain,1,0,0,0,0,0,0,0,0,0,0,STR Renault,20,kvyat,1,8,8,9,8.333333333,13.00,12.00,12.50,3.25,0,2,0,3,0,0,0,11.0
2014,4,china,1,0,0,0,0,0,0,0,0,0,0,STR Renault,20,kvyat,1,11,10,7,9.333333333,13.00,13.00,13.00,1.625,0,1,0,2,0,1,0,10.0
2014,5,spain,1,0,0,0,0,0,0,0,0,0,0,STR Renault,20,kvyat,1,11,10,13,11.33333333,13.00,12.00,12.50,0.8125,0,0.5,0,3,0,0,0,14.0
2014,6,monaco,1,0,0,0,0,0,0,0,0,0,0,STR Renault,20,kvyat,0,18,12,10,13.33333333,9.00,9.00,9.00,0.40625,0,0.25,0,4,1,0,0,20.0
2014,7,canada,1,0,0,0,0,0,0,0,0,0,0,STR Renault,20,kvyat,0,15,19,8,14,15.00,15.00,15.00,0.203125,4,0.125,0,4,1,0,0,15.0
2014,8,austria,1,0,0,0,0,0,0,0,0,0,0,STR Renault,20,kvyat,1,12,12,4,9.333333333,7.00,7.00,7.00,2.1015625,0,0.0625,0,4,1,0,0,21.0
2014,9,greatbritan,1,0,0,0,0,0,0,0,0,0,0,STR Renault,20,kvyat,1,8,12,6,8.666666667,9.00,9.00,9.00,1.05078125,3,0.03125,2,2,0,1,0,9.0
2014,10,germany,1,0,0,0,0,0,0,0,0,0,0,STR Renault,20,kvyat,1,9,12,11,10.66666667,8.00,8.00,8.00,2.025390625,0,1.015625,0,4,1,0,0,20.0
2014,11,hungary,1,0,0,0,0,0,0,0,0,0,0,STR Renault,20,kvyat,1,13,11,10,11.33333333,11.00,10.00,10.50,1.012695313,2,0.5078125,0,2,0,0,0,14.0
2014,12,belgium,1,0,0,0,0,0,0,0,0,0,0,STR Renault,20,kvyat,1,12,7,7,8.666666667,11.00,11.00,11.00,1.506347656,2,0.25390625,2,2,0,1,0,9.0
2014,13,italy,1,0,0,0,0,0,0,0,0,0,0,STR Renault,20,kvyat,1,9,13,8,10,11.00,21.00,16.00,1.753173828,0,1.126953125,0,1,0,0,0,11.0
2014,14,singapore,1,0,0,0,0,0,0,0,0,0,0,STR Renault,20,kvyat,0,9,10,14,11,10.00,10.00,10.00,0.876586914,8,0.563476563,0,3,0,0,0,14.0
2014,15,japan,1,0,0,0,0,0,0,0,0,0,0,STR Renault,20,kvyat,1,10,9,9,9.333333333,13.00,12.00,12.50,4.438293457,2,0.281738281,0,4,0,0,0,11.0
2014,16,russia,1,0,0,0,0,0,0,0,0,0,0,STR Renault,20,kvyat,0,7,8,6,7,5.00,5.00,5.00,3.219146729,0,0.140869141,0,1,0,0,0,14.0
2014,17,unitedstates,1,0,0,0,0,0,0,0,0,0,0,STR Renault,20,kvyat,1,4,7,15,8.666666667,14.00,17.00,15.50,1.609573364,0,0.07043457,0,3,0,0,0,15.0
2014,18,brazil,1,0,0,0,0,0,0,0,0,0,0,STR Renault,20,kvyat,1,3,8,10,7,14.00,17.00,15.50,0.804786682,0,0.035217285,0,3,0,0,0,11.0
2014,19,abudhabi,1,0,0,0,0,0,0,0,0,0,0,STR Renault,20,kvyat,0,7,9,9,8.333333333,5.00,5.00,5.00,0.402393341,0,0.017608643,0,4,1,0,0,20.0
2014,1,australia,0,0,0,0,0,1,0,0,0,0,0,McLaren Mercedes,21,magnussen,1,8,9,8,8.333333333,4.00,4.00,4.00,10,33,8,18,2,0,1,1,2.0
2014,2,malaysia,0,0,0,0,0,1,0,0,0,0,0,McLaren Mercedes,21,magnussen,1,5,12,22,13,8.00,8.00,8.00,21.5,10,13,2,3,0,1,0,9.0
2014,3,bahrain,0,0,0,0,0,1,0,0,0,0,0,McLaren Mercedes,21,magnussen,1,7,9,11,9,9.00,8.00,8.50,15.75,0,7.5,0,6,1,0,0,18.0
2014,4,china,0,0,0,0,0,1,0,0,0,0,0,McLaren Mercedes,21,magnussen,1,6,12,20,12.66666667,15.00,15.00,15.00,7.875,0,3.75,0,2,0,0,0,13.0
2014,5,spain,0,0,0,0,0,1,0,0,0,0,0,McLaren Mercedes,21,magnussen,1,7,6,6,6.333333333,15.00,14.00,14.50,3.9375,0,1.875,0,2,0,0,0,12.0
2014,6,monaco,0,0,0,0,0,1,0,0,0,0,0,McLaren Mercedes,21,magnussen,0,9,10,11,10,8.00,8.00,8.00,1.96875,9,0.9375,1,1,0,1,0,10.0
2014,7,canada,0,0,0,0,0,1,0,0,0,0,0,McLaren Mercedes,21,magnussen,0,8,8,12,9.333333333,12.00,12.00,12.00,5.484375,14,0.96875,2,2,0,1,0,9.0
2014,8,austria,0,0,0,0,0,1,0,0,0,0,0,McLaren Mercedes,21,magnussen,1,9,9,8,8.666666667,6.00,6.00,6.00,9.7421875,6,1.484375,6,2,0,1,0,7.0
2014,9,greatbritan,0,0,0,0,0,1,0,0,0,0,0,McLaren Mercedes,21,magnussen,1,10,8,7,8.333333333,5.00,5.00,5.00,7.87109375,18,3.7421875,6,1,0,1,0,7.0
2014,10,germany,0,0,0,0,0,1,0,0,0,0,0,McLaren Mercedes,21,magnussen,1,22,7,6,11.66666667,4.00,4.00,4.00,12.93554688,6,4.87109375,2,3,0,1,0,9.0
2014,11,hungary,0,0,0,0,0,1,0,0,0,0,0,McLaren Mercedes,21,magnussen,1,6,5,8,6.333333333,10.00,22.00,16.00,9.467773438,1,3.435546875,0,2,0,0,0,12.0
2014,12,belgium,0,0,0,0,0,1,0,0,0,0,0,McLaren Mercedes,21,magnussen,1,7,9,12,9.333333333,7.00,7.00,7.00,5.233886719,8,1.717773438,0,2,0,0,0,12.0
2014,13,italy,0,0,0,0,0,1,0,0,0,0,0,McLaren Mercedes,21,magnussen,1,5,8,11,8,5.00,5.00,5.00,6.616943359,5,0.858886719,1,1,0,1,0,10.0
2014,14,singapore,0,0,0,0,0,1,0,0,0,0,0,McLaren Mercedes,21,magnussen,0,11,6,12,9.666666667,9.00,9.00,9.00,5.80847168,1,0.929443359,1,3,0,1,0,10.0
2014,15,japan,0,0,0,0,0,1,0,0,0,0,0,McLaren Mercedes,21,magnussen,1,6,8,7,7,7.00,7.00,7.00,3.40423584,10,0.96472168,0,3,0,0,0,14.0
2014,16,russia,0,0,0,0,0,1,0,0,0,0,0,McLaren Mercedes,21,magnussen,0,3,2,17,7.333333333,6.00,11.00,8.50,6.70211792,22,0.48236084,10,1,0,1,0,5.0
2014,17,unitedstates,0,0,0,0,0,1,0,0,0,0,0,McLaren Mercedes,21,magnussen,1,5,8,11,8,8.00,7.00,7.50,14.35105896,4,5.24118042,4,2,0,1,0,8.0
2014,18,brazil,0,0,0,0,0,1,0,0,0,0,0,McLaren Mercedes,21,magnussen,1,9,10,9,9.333333333,7.00,7.00,7.00,9.17552948,14,4.62059021,2,3,0,1,0,9.0
2014,19,abudhabi,0,0,0,0,0,1,0,0,0,0,0,McLaren Mercedes,21,magnussen,0,11,3,11,8.333333333,9.00,9.00,9.00,11.58776474,10,3.310295105,0,2,0,0,0,11.0
2014,1,australia,0,0,0,0,0,0,0,0,0,1,0,Lotus Renault,29,maldonado,1,21,22,18,20.33333333,22.00,21.00,21.50,0,0,0,0,4,1,0,0,21.0
2014,2,malaysia,0,0,0,0,0,0,0,0,0,1,0,Lotus Renault,29,maldonado,1,21,22,16,19.66666667,17.00,16.00,16.50,0,0,0,0,5,1,0,0,17.0
2014,3,bahrain,0,0,0,0,0,0,0,0,0,1,0,Lotus Renault,29,maldonado,1,16,17,18,17,17.00,17.00,17.00,0,0,0,0,4,0,0,0,14.0
2014,4,china,0,0,0,0,0,0,0,0,0,1,0,Lotus Renault,29,maldonado,1,16,18,6,13.33333333,22.00,22.00,22.00,0,0,0,0,2,0,0,0,14.0
2014,5,spain,0,0,0,0,0,0,0,0,0,1,0,Lotus Renault,29,maldonado,1,8,9,9,8.666666667,,22.00,22.00,0,4,0,0,2,0,0,0,15.0
2014,6,monaco,0,0,0,0,0,0,0,0,0,1,0,Lotus Renault,29,maldonado,0,14,14,18,15.33333333,15.00,15.00,15.00,2,6,0,0,4,1,0,0,16.0
2014,7,canada,0,0,0,0,0,0,0,0,0,1,0,Lotus Renault,29,maldonado,0,16,15,15,15.33333333,17.00,17.00,17.00,4,0,0,0,4,1,0,0,16.0
2014,8,austria,0,0,0,0,0,0,0,0,0,1,0,Lotus Renault,29,maldonado,1,17,15,12,14.66666667,14.00,13.00,13.50,2,0,0,0,2,0,0,0,12.0
2014,9,greatbritan,0,0,0,0,0,0,0,0,0,1,0,Lotus Renault,29,maldonado,1,22,14,3,13,20.00,20.00,20.00,1,0,0,0,1,0,0,0,17.0
2014,10,germany,0,0,0,0,0,0,0,0,0,1,0,Lotus Renault,29,maldonado,1,6,17,18,13.66666667,19.00,18.00,18.50,0.5,0,0,0,2,0,0,0,12.0
2014,11,hungary,0,0,0,0,0,0,0,0,0,1,0,Lotus Renault,29,maldonado,1,14,16,13,14.33333333,22.00,20.00,21.00,0.25,0,0,0,3,0,0,0,13.0
2014,12,belgium,0,0,0,0,0,0,0,0,0,1,0,Lotus Renault,29,maldonado,1,18,21,17,18.66666667,17.00,17.00,17.00,0.125,0,0,0,4,1,0,0,22.0
2014,13,italy,0,0,0,0,0,0,0,0,0,1,0,Lotus Renault,29,maldonado,1,18,18,17,17.66666667,17.00,16.00,16.50,0.0625,0,0,0,1,0,0,0,14.0
2014,14,singapore,0,0,0,0,0,0,0,0,0,1,0,Lotus Renault,29,maldonado,0,14,14,18,15.33333333,18.00,18.00,18.00,0.03125,0,0,0,4,0,0,0,13.0
2014,15,japan,0,0,0,0,0,0,0,0,0,1,0,Lotus Renault,29,maldonado,1,14,16,17,15.66666667,17.00,22.00,19.50,0.015625,0,0,0,4,0,0,0,16.0
2014,16,russia,0,0,0,0,0,0,0,0,0,1,0,Lotus Renault,29,maldonado,0,16,17,21,18,20.00,21.00,20.50,0.0078125,0,0,0,1,0,0,0,18.0
2014,17,unitedstates,0,0,0,0,0,0,0,0,0,1,0,Lotus Renault,29,maldonado,1,13,15,10,12.66666667,11.00,10.00,10.50,0.00390625,2,0,2,2,0,1,0,9.0
2014,18,brazil,0,0,0,0,0,0,0,0,0,1,0,Lotus Renault,29,maldonado,1,7,11,12,10,18.00,16.00,17.00,1.001953125,0,1,0,3,0,0,0,12.0
2014,19,abudhabi,0,0,0,0,0,0,0,0,0,1,0,Lotus Renault,29,maldonado,0,15,12,16,14.33333333,16.00,15.00,15.50,0.500976563,0,0.5,0,4,1,0,0,19.0
2014,1,australia,0,0,0,0,1,0,0,0,0,0,0,Williams Mercedes,34,massa,1,4,12,10,8.666666667,9.00,9.00,9.00,8,10,8,0,4,1,0,0,14.0
2014,2,malaysia,0,0,0,0,1,0,0,0,0,0,0,Williams Mercedes,34,massa,1,9,6,8,7.666666667,13.00,13.00,13.00,9,10,4,6,3,0,1,0,7.0
2014,3,bahrain,0,0,0,0,1,0,0,0,0,0,0,Williams Mercedes,34,massa,1,11,5,4,6.666666667,8.00,7.00,7.50,9.5,10,5,6,3,0,1,0,7.0
2014,4,china,0,0,0,0,1,0,0,0,0,0,0,Williams Mercedes,34,massa,1,10,6,2,6,6.00,6.00,6.00,9.75,6,5.5,0,2,0,0,0,15.0
2014,5,spain,0,0,0,0,1,0,0,0,0,0,0,Williams Mercedes,34,massa,1,10,8,4,7.333333333,9.00,9.00,9.00,7.875,10,2.75,0,3,0,0,0,13.0
2014,6,monaco,0,0,0,0,1,0,0,0,0,0,0,Williams Mercedes,34,massa,0,16,11,14,13.66666667,16.00,16.00,16.00,8.9375,6,1.375,6,1,0,1,0,7.0
2014,7,canada,0,0,0,0,1,0,0,0,0,0,0,Williams Mercedes,34,massa,0,17,6,2,8.333333333,5.00,5.00,5.00,7.46875,6,3.6875,0,2,0,0,0,12.0
2014,8,austria,0,0,0,0,1,0,0,0,0,0,0,Williams Mercedes,34,massa,1,4,5,3,4,1.00,1.00,1.00,6.734375,27,1.84375,12,2,0,1,0,4.0
2014,9,greatbritan,0,0,0,0,1,0,0,0,0,0,0,Williams Mercedes,34,massa,1,17,11,13,13.66666667,17.00,15.00,16.00,16.8671875,18,6.921875,0,4,1,0,0,21.0
2014,10,germany,0,0,0,0,1,0,0,0,0,0,0,Williams Mercedes,34,massa,1,11,6,4,7,3.00,3.00,3.00,17.43359375,18,3.4609375,0,4,1,0,0,19.0
2014,11,hungary,0,0,0,0,1,0,0,0,0,0,0,Williams Mercedes,34,massa,1,10,10,11,10.33333333,6.00,6.00,6.00,17.71679688,16,1.73046875,10,3,0,1,0,5.0
2014,12,belgium,0,0,0,0,1,0,0,0,0,0,0,Williams Mercedes,34,massa,1,15,4,9,9.333333333,9.00,9.00,9.00,16.85839844,15,5.865234375,0,3,0,0,0,13.0
2014,13,italy,0,0,0,0,1,0,0,0,0,0,0,Williams Mercedes,34,massa,1,13,9,4,8.666666667,4.00,4.00,4.00,15.92919922,27,2.932617188,12,1,0,1,0,4.0
2014,14,singapore,0,0,0,0,1,0,0,0,0,0,0,Williams Mercedes,34,massa,0,13,17,7,12.33333333,6.00,6.00,6.00,21.46459961,10,7.466308594,10,2,0,1,0,5.0
2014,15,japan,0,0,0,0,1,0,0,0,0,0,0,Williams Mercedes,34,massa,1,11,14,4,9.666666667,4.00,4.00,4.00,15.7322998,14,8.733154297,6,3,0,1,0,7.0
2014,16,russia,0,0,0,0,1,0,0,0,0,0,0,Williams Mercedes,34,massa,0,11,7,5,7.666666667,18.00,18.00,18.00,14.8661499,15,7.366577148,0,2,0,0,0,11.0
2014,17,unitedstates,0,0,0,0,1,0,0,0,0,0,0,Williams Mercedes,34,massa,1,11,5,3,6.333333333,4.00,4.00,4.00,14.93307495,22,3.683288574,12,2,0,1,0,4.0
2014,18,brazil,0,0,0,0,1,0,0,0,0,0,0,Williams Mercedes,34,massa,1,5,6,3,4.666666667,3.00,3.00,3.00,18.46653748,16,7.841644287,15,3,0,1,1,3.0
2014,19,abudhabi,0,0,0,0,1,0,0,0,0,0,0,Williams Mercedes,34,massa,0,13,10,3,8.666666667,4.00,4.00,4.00,17.23326874,33,11.42082214,18,2,0,1,1,2.0
2014,1,australia,0,1,0,0,0,0,0,0,0,0,0,Force India Mercedes,24,perez,1,12,13,9,11.33333333,16.00,16.00,16.00,8,9,6,1,3,0,1,0,10.0
2014,2,malaysia,0,1,0,0,0,0,0,0,0,0,0,Force India Mercedes,24,perez,1,20,16,10,15.33333333,14.00,14.00,14.00,8.5,10,3.5,0,5,1,0,0,16.0
2014,3,bahrain,0,1,0,0,0,0,0,0,0,0,0,Force India Mercedes,24,perez,1,9,10,3,7.333333333,5.00,4.00,4.50,9.25,25,1.75,15,2,0,1,1,3.0
2014,4,china,0,1,0,0,0,0,0,0,0,0,0,Force India Mercedes,24,perez,1,15,15,10,13.33333333,16.00,16.00,16.00,17.125,10,8.375,2,2,0,1,0,9.0
2014,5,spain,0,1,0,0,0,0,0,0,0,0,0,Force India Mercedes,24,perez,1,9,16,15,13.33333333,12.00,11.00,11.50,13.5625,3,5.1875,2,2,0,1,0,9.0
2014,6,monaco,0,1,0,0,0,0,0,0,0,0,0,Force India Mercedes,24,perez,0,8,6,7,7,10.00,10.00,10.00,8.28125,10,3.59375,0,4,1,0,0,15.0
2014,7,canada,0,1,0,0,0,0,0,0,0,0,0,Force India Mercedes,24,perez,0,12,14,14,13.33333333,13.00,13.00,13.00,9.140625,10,1.796875,0,1,0,0,0,11.0
2014,8,austria,0,1,0,0,0,0,0,0,0,0,0,Force India Mercedes,24,perez,1,6,13,15,11.33333333,11.00,15.00,13.00,9.5703125,10,0.8984375,8,2,0,1,0,6.0
2014,9,greatbritan,0,1,0,0,0,0,0,0,0,0,0,Force India Mercedes,24,perez,1,11,16,15,14,7.00,7.00,7.00,9.78515625,4,4.44921875,0,1,0,0,0,11.0
